Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementClickable(findTestObject(""Get Detail SP/Page_/button_back""))",Chrome 103.0.5060.134,,,2022-08-02 17:25:17,2022-08-02 17:25:17,0.105s,PASSED
closeBrowser(),Chrome 103.0.5060.134,,,2022-08-02 17:25:17,2022-08-02 17:25:17,0.592s,PASSED
,,,,,,,
Test Cases/Service Provider -Internal TMS/Integrate Internal - Get Detail SP/Get Detail SP,Chrome 103.0.5060.134,,,2022-08-02 17:25:17,2022-08-02 17:25:52,34.431s,PASSED
"callTestCase(findTestCase(""PreCondition/SP""), [""validData"":""""], STOP_ON_FAILURE)",Chrome 103.0.5060.134,,,2022-08-02 17:25:17,2022-08-02 17:25:24,6.849s,PASSED
"setText(findTestObject(""Search List SP/Page_/Field Search""), validSPId)",Chrome 103.0.5060.134,,,2022-08-02 17:25:24,2022-08-02 17:25:25,0.743s,PASSED
delay(10),Chrome 103.0.5060.134,,,2022-08-02 17:25:25,2022-08-02 17:25:35,10.004s,PASSED
"click(findTestObject(""Get Detail SP/Page_/span_arrow_detailSP""))",Chrome 103.0.5060.134,,,2022-08-02 17:25:35,2022-08-02 17:25:35,0.141s,PASSED
delay(15),Chrome 103.0.5060.134,,,2022-08-02 17:25:35,2022-08-02 17:25:50,15.016s,PASSED
"verifyElementClickable(findTestObject(""Get Detail SP/Page_/body_Company Details""))",Chrome 103.0.5060.134,,,2022-08-02 17:25:50,2022-08-02 17:25:50,0.105s,PASSED
"verifyElementVisible(findTestObject(""Get Detail SP/Page_/body_CompanyLogo""))",Chrome 103.0.5060.134,,,2022-08-02 17:25:50,2022-08-02 17:25:50,0.116s,PASSED
"verifyElementVisible(findTestObject(""Get Detail SP/Page_/body_ContactPerson""))",Chrome 103.0.5060.134,,,2022-08-02 17:25:50,2022-08-02 17:25:50,0.107s,PASSED
"verifyElementVisible(findTestObject(""Get Detail SP/Page_/body_Password""))",Chrome 103.0.5060.134,,,2022-08-02 17:25:50,2022-08-02 17:25:50,0.092s,PASSED
"verifyElementClickable(findTestObject(""Get Detail SP/Page_/button_companyProfile""))",Chrome 103.0.5060.134,,,2022-08-02 17:25:50,2022-08-02 17:25:51,0.096s,PASSED
"verifyElementClickable(findTestObject(""Get Detail SP/Page_/button_edit""))",Chrome 103.0.5060.134,,,2022-08-02 17:25:51,2022-08-02 17:25:51,0.134s,PASSED
"verifyElementClickable(findTestObject(""Get Detail SP/Page_/button_Payment Details""))",Chrome 103.0.5060.134,,,2022-08-02 17:25:51,2022-08-02 17:25:51,0.094s,PASSED
"click(findTestObject(""Get Detail SP/Page_/button_Payment Details""))",Chrome 103.0.5060.134,,,2022-08-02 17:25:51,2022-08-02 17:25:51,0.147s,PASSED
"verifyElementVisible(findTestObject(""Get Detail SP/Page_/body_Payment Details""))",Chrome 103.0.5060.134,,,2022-08-02 17:25:51,2022-08-02 17:25:51,0.113s,PASSED
"verifyElementClickable(findTestObject(""Get Detail SP/Page_/button_back""))",Chrome 103.0.5060.134,,,2022-08-02 17:25:51,2022-08-02 17:25:51,0.088s,PASSED
closeBrowser(),Chrome 103.0.5060.134,,,2022-08-02 17:25:51,2022-08-02 17:25:52,0.576s,PASSED
,,,,,,,
Test Cases/Service Provider -Internal TMS/Integrate Internal - Get Detail SP/Get Detail SP,Chrome 103.0.5060.134,,,2022-08-02 17:25:52,2022-08-02 17:26:25,33.243s,PASSED
"callTestCase(findTestCase(""PreCondition/SP""), [""validData"":""""], STOP_ON_FAILURE)",Chrome 103.0.5060.134,,,2022-08-02 17:25:52,2022-08-02 17:25:57,5.726s,PASSED
"setText(findTestObject(""Search List SP/Page_/Field Search""), validSPId)",Chrome 103.0.5060.134,,,2022-08-02 17:25:57,2022-08-02 17:25:58,0.666s,PASSED
delay(10),Chrome 103.0.5060.134,,,2022-08-02 17:25:58,2022-08-02 17:26:08,10.012s,PASSED
"click(findTestObject(""Get Detail SP/Page_/span_arrow_detailSP""))",Chrome 103.0.5060.134,,,2022-08-02 17:26:08,2022-08-02 17:26:08,0.199s,PASSED
delay(15),Chrome 103.0.5060.134,,,2022-08-02 17:26:08,2022-08-02 17:26:23,15.009s,PASSED
"verifyElementClickable(findTestObject(""Get Detail SP/Page_/body_Company Details""))",Chrome 103.0.5060.134,,,2022-08-02 17:26:23,2022-08-02 17:26:23,0.097s,PASSED
"verifyElementVisible(findTestObject(""Get Detail SP/Page_/body_CompanyLogo""))",Chrome 103.0.5060.134,,,2022-08-02 17:26:23,2022-08-02 17:26:24,0.101s,PASSED
"verifyElementVisible(findTestObject(""Get Detail SP/Page_/body_ContactPerson""))",Chrome 103.0.5060.134,,,2022-08-02 17:26:24,2022-08-02 17:26:24,0.109s,PASSED
"verifyElementVisible(findTestObject(""Get Detail SP/Page_/body_Password""))",Chrome 103.0.5060.134,,,2022-08-02 17:26:24,2022-08-02 17:26:24,0.091s,PASSED
"verifyElementClickable(findTestObject(""Get Detail SP/Page_/button_companyProfile""))",Chrome 103.0.5060.134,,,2022-08-02 17:26:24,2022-08-02 17:26:24,0.087s,PASSED
"verifyElementClickable(findTestObject(""Get Detail SP/Page_/button_edit""))",Chrome 103.0.5060.134,,,2022-08-02 17:26:24,2022-08-02 17:26:24,0.095s,PASSED
"verifyElementClickable(findTestObject(""Get Detail SP/Page_/button_Payment Details""))",Chrome 103.0.5060.134,,,2022-08-02 17:26:24,2022-08-02 17:26:24,0.095s,PASSED
"click(findTestObject(""Get Detail SP/Page_/button_Payment Details""))",Chrome 103.0.5060.134,,,2022-08-02 17:26:24,2022-08-02 17:26:24,0.158s,PASSED
"verifyElementVisible(findTestObject(""Get Detail SP/Page_/body_Payment Details""))",Chrome 103.0.5060.134,,,2022-08-02 17:26:24,2022-08-02 17:26:24,0.099s,PASSED
"verifyElementClickable(findTestObject(""Get Detail SP/Page_/button_back""))",Chrome 103.0.5060.134,,,2022-08-02 17:26:24,2022-08-02 17:26:24,0.091s,PASSED
closeBrowser(),Chrome 103.0.5060.134,,,2022-08-02 17:26:24,2022-08-02 17:26:25,0.601s,PASSED
