Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Edit PostCode with Invalid Input,,,,2022-08-27 18:09:03,2022-08-27 18:09:05,1.481s,ERROR
,,,,,,,
Test Cases/Service Provider -Internal TMS/Integrate Internal - Invalid Edit SP/4_Edit Company Postcode_Inv,,,,2022-08-27 18:09:04,2022-08-27 18:09:04,0.088s,ERROR
,,,,,,,
Test Cases/Service Provider -Internal TMS/Integrate Internal - Invalid Edit SP/4_Edit Company Postcode_Inv,,,,2022-08-27 18:09:04,2022-08-27 18:09:04,0.027s,ERROR
,,,,,,,
Test Cases/Service Provider -Internal TMS/Integrate Internal - Invalid Edit SP/4_Edit Company Postcode_Inv,,,,2022-08-27 18:09:04,2022-08-27 18:09:04,0.025s,ERROR
,,,,,,,
Test Cases/Service Provider -Internal TMS/Integrate Internal - Invalid Edit SP/4_Edit Company Postcode_Inv,,,,2022-08-27 18:09:04,2022-08-27 18:09:05,0.025s,ERROR
