Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""PreCondition/Edit-Valid Param/Search ID""), [:], CONTINUE_ON_FAILURE)",Chrome 104.0.5112.102,,,2022-08-27 19:55:30,2022-08-27 19:55:53,22.582s,PASSED
"sendKeys(findTestObject(""Add SP with valid data/Page_/AddSP_inputPostalcode""), Keys.chord(CONTROL, ""a""))",Chrome 104.0.5112.102,,,2022-08-27 19:55:53,2022-08-27 19:55:53,0.379s,PASSED
"sendKeys(findTestObject(""Add SP with valid data/Page_/AddSP_inputPostalcode""), Keys.chord(BACK_SPACE))",Chrome 104.0.5112.102,,,2022-08-27 19:55:53,2022-08-27 19:55:53,0.314s,PASSED
"setText(findTestObject(""Add SP with valid data/Page_/AddSP_inputPostalcode""), PostCode)",Chrome 104.0.5112.102,,,2022-08-27 19:55:53,2022-08-27 19:55:54,0.458s,PASSED
"scrollToPosition(10, 10)",Chrome 104.0.5112.102,,,2022-08-27 19:55:54,2022-08-27 19:55:54,0.032s,PASSED
delay(3),Chrome 104.0.5112.102,,,2022-08-27 19:55:54,2022-08-27 19:55:57,3.007s,PASSED
"click(findTestObject(""Edit SP/Button_SaveChanges""))",Chrome 104.0.5112.102,,,2022-08-27 19:55:57,2022-08-27 19:55:58,1.476s,PASSED
"if (PostCode == """")",Chrome 104.0.5112.102,,,2022-08-27 19:55:58,2022-08-27 19:55:58,0.002s,PASSED
else if (PostCode.length() < 5 || PostCode.length() < 5),Chrome 104.0.5112.102,,,2022-08-27 19:55:58,2022-08-27 19:56:01,2.595s,PASSED
,,,,,,,
Test Cases/Service Provider -Internal TMS/Integrate Internal - Invalid Edit SP/4_Edit Company Postcode_Inv,Chrome 104.0.5112.102,,,2022-08-27 19:56:01,2022-08-27 19:56:49,47.615s,PASSED
"callTestCase(findTestCase(""PreCondition/SP""), [""validData"":""""], CONTINUE_ON_FAILURE)",Chrome 104.0.5112.102,,,2022-08-27 19:56:01,2022-08-27 19:56:20,18.556s,PASSED
"callTestCase(findTestCase(""PreCondition/Edit-Valid Param/Search ID""), [:], CONTINUE_ON_FAILURE)",Chrome 104.0.5112.102,,,2022-08-27 19:56:20,2022-08-27 19:56:43,23.135s,PASSED
"sendKeys(findTestObject(""Add SP with valid data/Page_/AddSP_inputPostalcode""), Keys.chord(CONTROL, ""a""))",Chrome 104.0.5112.102,,,2022-08-27 19:56:43,2022-08-27 19:56:43,0.530s,PASSED
"sendKeys(findTestObject(""Add SP with valid data/Page_/AddSP_inputPostalcode""), Keys.chord(BACK_SPACE))",Chrome 104.0.5112.102,,,2022-08-27 19:56:43,2022-08-27 19:56:44,0.310s,PASSED
"setText(findTestObject(""Add SP with valid data/Page_/AddSP_inputPostalcode""), PostCode)",Chrome 104.0.5112.102,,,2022-08-27 19:56:44,2022-08-27 19:56:44,0.553s,PASSED
"scrollToPosition(10, 10)",Chrome 104.0.5112.102,,,2022-08-27 19:56:44,2022-08-27 19:56:44,0.040s,PASSED
delay(3),Chrome 104.0.5112.102,,,2022-08-27 19:56:44,2022-08-27 19:56:47,3.019s,PASSED
"click(findTestObject(""Edit SP/Button_SaveChanges""))",Chrome 104.0.5112.102,,,2022-08-27 19:56:47,2022-08-27 19:56:49,1.356s,PASSED
"if (PostCode == """")",Chrome 104.0.5112.102,,,2022-08-27 19:56:49,2022-08-27 19:56:49,0.001s,PASSED
,,,,,,,
Test Cases/Service Provider -Internal TMS/Integrate Internal - Invalid Edit SP/4_Edit Company Postcode_Inv,Chrome 104.0.5112.102,,,2022-08-27 19:56:49,2022-08-27 19:57:32,42.901s,PASSED
"callTestCase(findTestCase(""PreCondition/SP""), [""validData"":""""], CONTINUE_ON_FAILURE)",Chrome 104.0.5112.102,,,2022-08-27 19:56:49,2022-08-27 19:57:03,14.381s,PASSED
"callTestCase(findTestCase(""PreCondition/Edit-Valid Param/Search ID""), [:], CONTINUE_ON_FAILURE)",Chrome 104.0.5112.102,,,2022-08-27 19:57:03,2022-08-27 19:57:26,22.703s,PASSED
"sendKeys(findTestObject(""Add SP with valid data/Page_/AddSP_inputPostalcode""), Keys.chord(CONTROL, ""a""))",Chrome 104.0.5112.102,,,2022-08-27 19:57:26,2022-08-27 19:57:27,0.442s,PASSED
"sendKeys(findTestObject(""Add SP with valid data/Page_/AddSP_inputPostalcode""), Keys.chord(BACK_SPACE))",Chrome 104.0.5112.102,,,2022-08-27 19:57:27,2022-08-27 19:57:27,0.352s,PASSED
"setText(findTestObject(""Add SP with valid data/Page_/AddSP_inputPostalcode""), PostCode)",Chrome 104.0.5112.102,,,2022-08-27 19:57:27,2022-08-27 19:57:27,0.458s,PASSED
"scrollToPosition(10, 10)",Chrome 104.0.5112.102,,,2022-08-27 19:57:27,2022-08-27 19:57:27,0.058s,PASSED
delay(3),Chrome 104.0.5112.102,,,2022-08-27 19:57:27,2022-08-27 19:57:30,3.021s,PASSED
"click(findTestObject(""Edit SP/Button_SaveChanges""))",Chrome 104.0.5112.102,,,2022-08-27 19:57:30,2022-08-27 19:57:31,0.891s,PASSED
"if (PostCode == """")",Chrome 104.0.5112.102,,,2022-08-27 19:57:31,2022-08-27 19:57:32,0.377s,PASSED
